""	"x"
"337"	"B"
"338"	"C"
"339"	"C"
"340"	"B"
"341"	"B"
"342"	"A"
"343"	"C"
"344"	"F"
"345"	"D"
"346"	"E"
"347"	"B"
"348"	"B"
"349"	"F"
"350"	"E"
"351"	"C"
"352"	"F"
"353"	"B"
"354"	"E"
"355"	"C"
"356"	"B"
"357"	"F"
"358"	"B"
"359"	"B"
"360"	"F"
"361"	"B"
"362"	"C"
"363"	"C"
"364"	"C"
"365"	"A"
"366"	"B"
"367"	"F"
"368"	"F"
"369"	"A"
"370"	"B"
"371"	"C"
"372"	"B"
"373"	"D"
"374"	"F"
"375"	"F"
"376"	"C"
"377"	"F"
"378"	"A"
"379"	"F"
"380"	"F"
"381"	"B"
"382"	"F"
"383"	"B"
"384"	"A"
"385"	"A"
"386"	"C"
"387"	"F"
"388"	"B"
"389"	"F"
"390"	"F"
"391"	"E"
"392"	"B"
"393"	"D"
"394"	"B"
"395"	"A"
"396"	"B"
"397"	"F"
"398"	"F"
"399"	"D"
"400"	"C"
"401"	"A"
"402"	"C"
"403"	"F"
"404"	"B"
"405"	"D"
"406"	"F"
"407"	"C"
"408"	"F"
"409"	"B"
"410"	"C"
"411"	"C"
"412"	"A"
"413"	"F"
"414"	"C"
"415"	"B"
"416"	"C"
"417"	"B"
"418"	"B"
"419"	"B"
"420"	"F"
"421"	"A"
"422"	"F"
"423"	"B"
"424"	"A"
"425"	"C"
"426"	"C"
"427"	"B"
"428"	"F"
"429"	"F"
"430"	"C"
"431"	"A"
"432"	"B"
"433"	"B"
"434"	"C"
"435"	"F"
"436"	"F"
"437"	"C"
"438"	"B"
"439"	"B"
"440"	"C"
"441"	"F"
"442"	"F"
"443"	"F"
"444"	"B"
"445"	"A"
"446"	"C"
"447"	"A"
"448"	"F"
"449"	"C"
"450"	"B"
"451"	"B"
"452"	"B"
"453"	"B"
"454"	"C"
"455"	"C"
"456"	"B"
"457"	"F"
"458"	"B"
"459"	"B"
"460"	"F"
"461"	"F"
"462"	"D"
"463"	"D"
"464"	"C"
"465"	"C"
"466"	"B"
"467"	"B"
"468"	"F"
"469"	"A"
"470"	"B"
"471"	"F"
"472"	"F"
"473"	"F"
"474"	"F"
"475"	"D"
"476"	"B"
"477"	"B"
"478"	"B"
"479"	"F"
"480"	"B"
"481"	"A"
"482"	"C"
"483"	"E"
"484"	"F"
"485"	"B"
"486"	"F"
"487"	"F"
"488"	"B"
"489"	"F"
"490"	"C"
"491"	"E"
"492"	"A"
"493"	"C"
"494"	"C"
"495"	"C"
"496"	"B"
"497"	"F"
"498"	"E"
"499"	"B"
"500"	"F"
"501"	"F"
"502"	"F"
"503"	"C"
"504"	"A"
"505"	"A"
"506"	"F"
"507"	"A"
"508"	"F"
"509"	"C"
"510"	"B"
"511"	"F"
"512"	"F"
"513"	"F"
"514"	"F"
"515"	"B"
"516"	"B"
"517"	"F"
"518"	"C"
"519"	"A"
"520"	"B"
"521"	"F"
"522"	"F"
"523"	"F"
"524"	"F"
"525"	"C"
"526"	"F"
"527"	"B"
"528"	"B"
"529"	"F"
"530"	"F"
"531"	"F"
"532"	"C"
"533"	"E"
"534"	"C"
"535"	"E"
"536"	"C"
"537"	"D"
"538"	"B"
"539"	"A"
"540"	"A"
"541"	"B"
"542"	"D"
"543"	"C"
"544"	"F"
"545"	"C"
"546"	"B"
"547"	"A"
"548"	"C"
"549"	"C"
"550"	"A"
"551"	"A"
"552"	"E"
"553"	"B"
"554"	"B"
"555"	"E"
"556"	"A"
"557"	"F"
"558"	"B"
"559"	"F"
"560"	"D"
"561"	"F"
"562"	"E"
"563"	"D"
"564"	"F"
"565"	"C"
"566"	"F"
"567"	"B"
"568"	"F"
"569"	"B"
"570"	"C"
"571"	"A"
"572"	"D"
"573"	"F"
"574"	"F"
"575"	"D"
"576"	"B"
"577"	"B"
"578"	"F"
"579"	"C"
"580"	"B"
"581"	"B"
"582"	"F"
"583"	"E"
"584"	"F"
"585"	"F"
"586"	"B"
"587"	"F"
"588"	"B"
"589"	"F"
"590"	"C"
"591"	"B"
"592"	"F"
"593"	"C"
"594"	"C"
"595"	"E"
"596"	"F"
"597"	"E"
"598"	"B"
"599"	"A"
"600"	"B"
"601"	"C"
"602"	"F"
"603"	"B"
"604"	"B"
"605"	"F"
"606"	"B"
"607"	"D"
"608"	"A"
"609"	"C"
"610"	"A"
"611"	"F"
"612"	"C"
"613"	"A"
"614"	"A"
"615"	"F"
"616"	"C"
"617"	"C"
"618"	"F"
"619"	"B"
"620"	"A"
"621"	"C"
"622"	"F"
"623"	"B"
"624"	"A"
"625"	"B"
"626"	"B"
"627"	"F"
"628"	"C"
"629"	"D"
"630"	"B"
"631"	"C"
"632"	"C"
"633"	"C"
"634"	"A"
"635"	"C"
"636"	"F"
"637"	"F"
"638"	"F"
"639"	"C"
"640"	"F"
"641"	"C"
"642"	"F"
"643"	"F"
"644"	"C"
"645"	"F"
"646"	"D"
"647"	"F"
"648"	"B"
"649"	"E"
"650"	"B"
"651"	"C"
"652"	"B"
"653"	"F"
"654"	"C"
"655"	"A"
"656"	"D"
"657"	"F"
"658"	"E"
"659"	"F"
"660"	"A"
"661"	"C"
"662"	"B"
"663"	"F"
"664"	"F"
"665"	"B"
"666"	"C"
"667"	"F"
"668"	"F"
"669"	"E"
"670"	"A"
"671"	"B"
"672"	"C"
"673"	"B"
"674"	"B"
"675"	"A"
"676"	"D"
"677"	"C"
"678"	"F"
"679"	"B"
"680"	"C"
"681"	"B"
"682"	"F"
"683"	"C"
"684"	"F"
"685"	"F"
"686"	"F"
"687"	"C"
"688"	"B"
"689"	"F"
"690"	"B"
"691"	"F"
"692"	"C"
"693"	"B"
"694"	"C"
"695"	"F"
"696"	"C"
"697"	"A"
"698"	"C"
"699"	"C"
"700"	"B"
"701"	"F"
"702"	"A"
"703"	"E"
"704"	"F"
"705"	"E"
"706"	"B"
"707"	"A"
"708"	"A"
"709"	"A"
"710"	"C"
"711"	"F"
"712"	"F"
"713"	"C"
"714"	"E"
"715"	"F"
"716"	"B"
"717"	"E"
"718"	"A"
"719"	"A"
"720"	"F"
"721"	"F"
"722"	"F"
"723"	"F"
"724"	"E"
"725"	"C"
"726"	"B"
"727"	"B"
"728"	"C"
"729"	"F"
"730"	"C"
"731"	"F"
"732"	"B"
"733"	"C"
"734"	"B"
"735"	"B"
"736"	"B"
"737"	"B"
"738"	"C"
"739"	"A"
"740"	"F"
"741"	"F"
"742"	"F"
"743"	"F"
"744"	"F"
"745"	"B"
"746"	"A"
"747"	"C"
"748"	"F"
"749"	"F"
"750"	"F"
"751"	"C"
"752"	"B"
"753"	"B"
"754"	"B"
"755"	"F"
"756"	"C"
"757"	"C"
"758"	"F"
"759"	"B"
"760"	"F"
"761"	"F"
"762"	"F"
"763"	"F"
"764"	"F"
"765"	"B"
"766"	"A"
"767"	"C"
"768"	"C"
"769"	"B"
"770"	"B"
"771"	"F"
"772"	"F"
"773"	"B"
"774"	"F"
"775"	"B"
"776"	"B"
"777"	"C"
"778"	"F"
"779"	"B"
"780"	"A"
"781"	"B"
"782"	"B"
"783"	"A"
"784"	"B"
"785"	"F"
"786"	"C"
"787"	"F"
"788"	"C"
"789"	"B"
"790"	"B"
"791"	"C"
"792"	"B"
"793"	"C"
"794"	"F"
"795"	"F"
"796"	"B"
"797"	"E"
"798"	"C"
"799"	"C"
"800"	"A"
"801"	"B"
"802"	"C"
"803"	"C"
"804"	"B"
"805"	"B"
"806"	"F"
"807"	"A"
"808"	"A"
"809"	"B"
"810"	"F"
"811"	"C"
"812"	"D"
"813"	"C"
"814"	"F"
"815"	"C"
"816"	"B"
"817"	"A"
"818"	"C"
"819"	"B"
"820"	"B"
"821"	"C"
"822"	"B"
"823"	"B"
"824"	"A"
"825"	"F"
"826"	"E"
"827"	"C"
"828"	"B"
"829"	"F"
"830"	"C"
"831"	"A"
"832"	"F"
"833"	"C"
"834"	"B"
"835"	"C"
"836"	"F"
"837"	"B"
"838"	"F"
"839"	"F"
"840"	"F"
"841"	"C"
"842"	"B"
"843"	"E"
"844"	"A"
"845"	"F"
"846"	"B"
"847"	"F"
"848"	"D"
"849"	"F"
"850"	"F"
"851"	"E"
"852"	"A"
"853"	"B"
"854"	"B"
"855"	"F"
"856"	"A"
"857"	"C"
"858"	"C"
"859"	"E"
"860"	"F"
"861"	"F"
"862"	"B"
"863"	"C"
"864"	"B"
"865"	"B"
"866"	"B"
"867"	"F"
"868"	"B"
"869"	"B"
"870"	"F"
"871"	"B"
"872"	"F"
"873"	"B"
"874"	"F"
"875"	"B"
"876"	"C"
"877"	"B"
"878"	"B"
"879"	"C"
"880"	"E"
"881"	"C"
"882"	"C"
"883"	"C"
"884"	"C"
"885"	"D"
"886"	"C"
"887"	"C"
"888"	"B"
"889"	"B"
"890"	"F"
"891"	"B"
"892"	"B"
"893"	"F"
"894"	"E"
"895"	"C"
"896"	"A"
"897"	"F"
"898"	"F"
"899"	"C"
"900"	"F"
"901"	"F"
"902"	"E"
"903"	"F"
"904"	"B"
"905"	"F"
"906"	"B"
"907"	"C"
"908"	"B"
"909"	"F"
"910"	"F"
"911"	"F"
"912"	"A"
"913"	"E"
"914"	"A"
"915"	"B"
"916"	"C"
"917"	"C"
"918"	"F"
"919"	"A"
"920"	"F"
"921"	"F"
"922"	"A"
"923"	"F"
"924"	"C"
"925"	"F"
"926"	"F"
"927"	"A"
"928"	"E"
"929"	"B"
"930"	"F"
"931"	"C"
"932"	"A"
"933"	"F"
"934"	"A"
"935"	"F"
"936"	"C"
"937"	"C"
"938"	"A"
"939"	"C"
"940"	"C"
"941"	"F"
"942"	"F"
"943"	"C"
"944"	"C"
"945"	"B"
"946"	"F"
"947"	"F"
"948"	"B"
"949"	"B"
"950"	"F"
"951"	"B"
"952"	"F"
"953"	"F"
"954"	"D"
"955"	"F"
"956"	"F"
"957"	"F"
"958"	"A"
"959"	"A"
"960"	"C"
"961"	"B"
"962"	"F"
"963"	"F"
"964"	"C"
"965"	"C"
"966"	"C"
"967"	"E"
"968"	"F"
"969"	"F"
"970"	"B"
"971"	"B"
"972"	"F"
"973"	"F"
"974"	"C"
"975"	"B"
"976"	"B"
"977"	"D"
"978"	"B"
"979"	"C"
"980"	"B"
"981"	"C"
"982"	"C"
"983"	"A"
"984"	"B"
"985"	"C"
"986"	"F"
"987"	"F"
"988"	"C"
"989"	"F"
"990"	"A"
"991"	"C"
"992"	"B"
"993"	"C"
"994"	"E"
"995"	"B"
"996"	"C"
"997"	"B"
"998"	"B"
"999"	"B"
"1000"	"B"
