""	"x"
"886"	"A"
"887"	"E"
"888"	"B"
"889"	"A"
"890"	"B"
"891"	"A"
"892"	"D"
"893"	"B"
"894"	"E"
"895"	"C"
"896"	"A"
"897"	"F"
"898"	"F"
"899"	"A"
"900"	"A"
"901"	"B"
"902"	"A"
"903"	"E"
"904"	"B"
"905"	"D"
"906"	"B"
"907"	"E"
"908"	"D"
"909"	"A"
"910"	"F"
"911"	"E"
"912"	"D"
"913"	"E"
"914"	"A"
"915"	"F"
"916"	"F"
"917"	"E"
"918"	"A"
"919"	"B"
"920"	"C"
"921"	"D"
"922"	"E"
"923"	"F"
"924"	"E"
"925"	"A"
"926"	"D"
"927"	"F"
"928"	"C"
"929"	"A"
"930"	"C"
"931"	"B"
"932"	"D"
"933"	"A"
"934"	"A"
"935"	"F"
"936"	"A"
"937"	"C"
"938"	"E"
"939"	"A"
"940"	"B"
"941"	"F"
"942"	"A"
"943"	"C"
"944"	"E"
"945"	"F"
"946"	"F"
"947"	"B"
"948"	"A"
"949"	"A"
"950"	"B"
"951"	"F"
"952"	"A"
"953"	"E"
"954"	"E"
"955"	"F"
"956"	"E"
"957"	"F"
"958"	"B"
"959"	"E"
"960"	"B"
"961"	"A"
"962"	"A"
"963"	"F"
"964"	"B"
"965"	"F"
"966"	"A"
"967"	"B"
"968"	"B"
"969"	"C"
"970"	"A"
"971"	"C"
"972"	"F"
"973"	"D"
"974"	"A"
"975"	"B"
"976"	"F"
"977"	"D"
"978"	"B"
"979"	"E"
"980"	"F"
"981"	"B"
"982"	"B"
"983"	"A"
"984"	"A"
"985"	"A"
"986"	"B"
"987"	"B"
"988"	"F"
"989"	"F"
"990"	"A"
"991"	"E"
"992"	"C"
"993"	"D"
"994"	"F"
"995"	"A"
"996"	"B"
"997"	"A"
"998"	"B"
"999"	"A"
"1000"	"B"
